,type,lung,mask
4974,valid,dataset\dataset\lungs\4974.png,dataset\dataset\masks\4974.png
4975,valid,dataset\dataset\lungs\4975.png,dataset\dataset\masks\4975.png
4976,valid,dataset\dataset\lungs\4976.png,dataset\dataset\masks\4976.png
4977,valid,dataset\dataset\lungs\4977.png,dataset\dataset\masks\4977.png
4978,valid,dataset\dataset\lungs\4978.png,dataset\dataset\masks\4978.png
4979,valid,dataset\dataset\lungs\4979.png,dataset\dataset\masks\4979.png
4980,valid,dataset\dataset\lungs\4980.png,dataset\dataset\masks\4980.png
4981,valid,dataset\dataset\lungs\4981.png,dataset\dataset\masks\4981.png
4983,valid,dataset\lungs\0681.png,dataset\masks\0681.png
4984,valid,dataset\dataset\lungs\4984.png,dataset\dataset\masks\4984.png
4985,valid,dataset\dataset\lungs\4985.png,dataset\dataset\masks\4985.png
4986,valid,dataset\dataset\lungs\4986.png,dataset\dataset\masks\4986.png
4987,valid,dataset\dataset\lungs\4987.png,dataset\dataset\masks\4987.png
4988,valid,dataset\dataset\lungs\4988.png,dataset\dataset\masks\4988.png
4989,valid,dataset\dataset\lungs\4989.png,dataset\dataset\masks\4989.png
4990,valid,dataset\dataset\lungs\4990.png,dataset\dataset\masks\4990.png
4991,valid,dataset\dataset\lungs\4991.png,dataset\dataset\masks\4991.png
4992,valid,dataset\dataset\lungs\4992.png,dataset\dataset\masks\4992.png
4994,valid,dataset\lungs\0412.png,dataset\masks\0412.png
4995,valid,dataset\dataset\lungs\4995.png,dataset\dataset\masks\4995.png
4996,valid,dataset\dataset\lungs\4996.png,dataset\dataset\masks\4996.png
4997,valid,dataset\dataset\lungs\4997.png,dataset\dataset\masks\4997.png
4998,valid,dataset\dataset\lungs\4998.png,dataset\dataset\masks\4998.png
4999,valid,dataset\dataset\lungs\4999.png,dataset\dataset\masks\4999.png
5000,valid,dataset\dataset\lungs\5000.png,dataset\dataset\masks\5000.png
5001,valid,dataset\dataset\lungs\5001.png,dataset\dataset\masks\5001.png
5002,valid,dataset\dataset\lungs\5002.png,dataset\dataset\masks\5002.png
5003,valid,dataset\dataset\lungs\5003.png,dataset\dataset\masks\5003.png
5005,valid,dataset\lungs\0645.png,dataset\masks\0645.png
5006,valid,dataset\dataset\lungs\5006.png,dataset\dataset\masks\5006.png
5007,valid,dataset\dataset\lungs\5007.png,dataset\dataset\masks\5007.png
5008,valid,dataset\dataset\lungs\5008.png,dataset\dataset\masks\5008.png
5009,valid,dataset\dataset\lungs\5009.png,dataset\dataset\masks\5009.png
5010,valid,dataset\dataset\lungs\5010.png,dataset\dataset\masks\5010.png
5011,valid,dataset\dataset\lungs\5011.png,dataset\dataset\masks\5011.png
5012,valid,dataset\dataset\lungs\5012.png,dataset\dataset\masks\5012.png
5013,valid,dataset\dataset\lungs\5013.png,dataset\dataset\masks\5013.png
5014,valid,dataset\dataset\lungs\5014.png,dataset\dataset\masks\5014.png
5016,valid,dataset\lungs\0378.png,dataset\masks\0378.png
5017,valid,dataset\dataset\lungs\5017.png,dataset\dataset\masks\5017.png
5018,valid,dataset\dataset\lungs\5018.png,dataset\dataset\masks\5018.png
5019,valid,dataset\dataset\lungs\5019.png,dataset\dataset\masks\5019.png
5020,valid,dataset\dataset\lungs\5020.png,dataset\dataset\masks\5020.png
5021,valid,dataset\dataset\lungs\5021.png,dataset\dataset\masks\5021.png
5022,valid,dataset\dataset\lungs\5022.png,dataset\dataset\masks\5022.png
5023,valid,dataset\dataset\lungs\5023.png,dataset\dataset\masks\5023.png
5024,valid,dataset\dataset\lungs\5024.png,dataset\dataset\masks\5024.png
5025,valid,dataset\dataset\lungs\5025.png,dataset\dataset\masks\5025.png
5027,valid,dataset\lungs\0114.png,dataset\masks\0114.png
5028,valid,dataset\dataset\lungs\5028.png,dataset\dataset\masks\5028.png
5029,valid,dataset\dataset\lungs\5029.png,dataset\dataset\masks\5029.png
5030,valid,dataset\dataset\lungs\5030.png,dataset\dataset\masks\5030.png
5031,valid,dataset\dataset\lungs\5031.png,dataset\dataset\masks\5031.png
5032,valid,dataset\dataset\lungs\5032.png,dataset\dataset\masks\5032.png
5033,valid,dataset\dataset\lungs\5033.png,dataset\dataset\masks\5033.png
5034,valid,dataset\dataset\lungs\5034.png,dataset\dataset\masks\5034.png
5035,valid,dataset\dataset\lungs\5035.png,dataset\dataset\masks\5035.png
5036,valid,dataset\dataset\lungs\5036.png,dataset\dataset\masks\5036.png
5038,valid,dataset\lungs\0259.png,dataset\masks\0259.png
5039,valid,dataset\dataset\lungs\5039.png,dataset\dataset\masks\5039.png
5040,valid,dataset\dataset\lungs\5040.png,dataset\dataset\masks\5040.png
5041,valid,dataset\dataset\lungs\5041.png,dataset\dataset\masks\5041.png
5042,valid,dataset\dataset\lungs\5042.png,dataset\dataset\masks\5042.png
5043,valid,dataset\dataset\lungs\5043.png,dataset\dataset\masks\5043.png
5044,valid,dataset\dataset\lungs\5044.png,dataset\dataset\masks\5044.png
5045,valid,dataset\dataset\lungs\5045.png,dataset\dataset\masks\5045.png
5046,valid,dataset\dataset\lungs\5046.png,dataset\dataset\masks\5046.png
5047,valid,dataset\dataset\lungs\5047.png,dataset\dataset\masks\5047.png
5049,valid,dataset\lungs\0505.png,dataset\masks\0505.png
5050,valid,dataset\dataset\lungs\5050.png,dataset\dataset\masks\5050.png
5051,valid,dataset\dataset\lungs\5051.png,dataset\dataset\masks\5051.png
5052,valid,dataset\dataset\lungs\5052.png,dataset\dataset\masks\5052.png
5053,valid,dataset\dataset\lungs\5053.png,dataset\dataset\masks\5053.png
5054,valid,dataset\dataset\lungs\5054.png,dataset\dataset\masks\5054.png
5055,valid,dataset\dataset\lungs\5055.png,dataset\dataset\masks\5055.png
5056,valid,dataset\dataset\lungs\5056.png,dataset\dataset\masks\5056.png
5057,valid,dataset\dataset\lungs\5057.png,dataset\dataset\masks\5057.png
5058,valid,dataset\dataset\lungs\5058.png,dataset\dataset\masks\5058.png
5060,valid,dataset\lungs\0196.png,dataset\masks\0196.png
5061,valid,dataset\dataset\lungs\5061.png,dataset\dataset\masks\5061.png
5062,valid,dataset\dataset\lungs\5062.png,dataset\dataset\masks\5062.png
5063,valid,dataset\dataset\lungs\5063.png,dataset\dataset\masks\5063.png
5064,valid,dataset\dataset\lungs\5064.png,dataset\dataset\masks\5064.png
5065,valid,dataset\dataset\lungs\5065.png,dataset\dataset\masks\5065.png
5066,valid,dataset\dataset\lungs\5066.png,dataset\dataset\masks\5066.png
5067,valid,dataset\dataset\lungs\5067.png,dataset\dataset\masks\5067.png
5068,valid,dataset\dataset\lungs\5068.png,dataset\dataset\masks\5068.png
5069,valid,dataset\dataset\lungs\5069.png,dataset\dataset\masks\5069.png
5071,valid,dataset\lungs\0324.png,dataset\masks\0324.png
5072,valid,dataset\dataset\lungs\5072.png,dataset\dataset\masks\5072.png
5073,valid,dataset\dataset\lungs\5073.png,dataset\dataset\masks\5073.png
5074,valid,dataset\dataset\lungs\5074.png,dataset\dataset\masks\5074.png
5075,valid,dataset\dataset\lungs\5075.png,dataset\dataset\masks\5075.png
5076,valid,dataset\dataset\lungs\5076.png,dataset\dataset\masks\5076.png
5077,valid,dataset\dataset\lungs\5077.png,dataset\dataset\masks\5077.png
5078,valid,dataset\dataset\lungs\5078.png,dataset\dataset\masks\5078.png
5079,valid,dataset\dataset\lungs\5079.png,dataset\dataset\masks\5079.png
5080,valid,dataset\dataset\lungs\5080.png,dataset\dataset\masks\5080.png
5082,valid,dataset\lungs\0492.png,dataset\masks\0492.png
5083,valid,dataset\dataset\lungs\5083.png,dataset\dataset\masks\5083.png
5084,valid,dataset\dataset\lungs\5084.png,dataset\dataset\masks\5084.png
5085,valid,dataset\dataset\lungs\5085.png,dataset\dataset\masks\5085.png
5086,valid,dataset\dataset\lungs\5086.png,dataset\dataset\masks\5086.png
5087,valid,dataset\dataset\lungs\5087.png,dataset\dataset\masks\5087.png
5088,valid,dataset\dataset\lungs\5088.png,dataset\dataset\masks\5088.png
5089,valid,dataset\dataset\lungs\5089.png,dataset\dataset\masks\5089.png
5090,valid,dataset\dataset\lungs\5090.png,dataset\dataset\masks\5090.png
5091,valid,dataset\dataset\lungs\5091.png,dataset\dataset\masks\5091.png
5093,valid,dataset\lungs\0590.png,dataset\masks\0590.png
5094,valid,dataset\dataset\lungs\5094.png,dataset\dataset\masks\5094.png
5095,valid,dataset\dataset\lungs\5095.png,dataset\dataset\masks\5095.png
5096,valid,dataset\dataset\lungs\5096.png,dataset\dataset\masks\5096.png
5097,valid,dataset\dataset\lungs\5097.png,dataset\dataset\masks\5097.png
5098,valid,dataset\dataset\lungs\5098.png,dataset\dataset\masks\5098.png
5099,valid,dataset\dataset\lungs\5099.png,dataset\dataset\masks\5099.png
5100,valid,dataset\dataset\lungs\5100.png,dataset\dataset\masks\5100.png
5101,valid,dataset\dataset\lungs\5101.png,dataset\dataset\masks\5101.png
5102,valid,dataset\dataset\lungs\5102.png,dataset\dataset\masks\5102.png
5104,valid,dataset\lungs\0483.png,dataset\masks\0483.png
5105,valid,dataset\dataset\lungs\5105.png,dataset\dataset\masks\5105.png
5106,valid,dataset\dataset\lungs\5106.png,dataset\dataset\masks\5106.png
5107,valid,dataset\dataset\lungs\5107.png,dataset\dataset\masks\5107.png
5108,valid,dataset\dataset\lungs\5108.png,dataset\dataset\masks\5108.png
5109,valid,dataset\dataset\lungs\5109.png,dataset\dataset\masks\5109.png
5110,valid,dataset\dataset\lungs\5110.png,dataset\dataset\masks\5110.png
5111,valid,dataset\dataset\lungs\5111.png,dataset\dataset\masks\5111.png
5112,valid,dataset\dataset\lungs\5112.png,dataset\dataset\masks\5112.png
5113,valid,dataset\dataset\lungs\5113.png,dataset\dataset\masks\5113.png
5115,valid,dataset\lungs\0241.png,dataset\masks\0241.png
5116,valid,dataset\dataset\lungs\5116.png,dataset\dataset\masks\5116.png
5117,valid,dataset\dataset\lungs\5117.png,dataset\dataset\masks\5117.png
5118,valid,dataset\dataset\lungs\5118.png,dataset\dataset\masks\5118.png
5119,valid,dataset\dataset\lungs\5119.png,dataset\dataset\masks\5119.png
5120,valid,dataset\dataset\lungs\5120.png,dataset\dataset\masks\5120.png
5121,valid,dataset\dataset\lungs\5121.png,dataset\dataset\masks\5121.png
5122,valid,dataset\dataset\lungs\5122.png,dataset\dataset\masks\5122.png
5123,valid,dataset\dataset\lungs\5123.png,dataset\dataset\masks\5123.png
5124,valid,dataset\dataset\lungs\5124.png,dataset\dataset\masks\5124.png
5126,valid,dataset\lungs\0608.png,dataset\masks\0608.png
5127,valid,dataset\dataset\lungs\5127.png,dataset\dataset\masks\5127.png
5128,valid,dataset\dataset\lungs\5128.png,dataset\dataset\masks\5128.png
5129,valid,dataset\dataset\lungs\5129.png,dataset\dataset\masks\5129.png
5130,valid,dataset\dataset\lungs\5130.png,dataset\dataset\masks\5130.png
5131,valid,dataset\dataset\lungs\5131.png,dataset\dataset\masks\5131.png
5132,valid,dataset\dataset\lungs\5132.png,dataset\dataset\masks\5132.png
5133,valid,dataset\dataset\lungs\5133.png,dataset\dataset\masks\5133.png
5134,valid,dataset\dataset\lungs\5134.png,dataset\dataset\masks\5134.png
5135,valid,dataset\dataset\lungs\5135.png,dataset\dataset\masks\5135.png
5137,valid,dataset\lungs\0372.png,dataset\masks\0372.png
5138,valid,dataset\dataset\lungs\5138.png,dataset\dataset\masks\5138.png
5139,valid,dataset\dataset\lungs\5139.png,dataset\dataset\masks\5139.png
5140,valid,dataset\dataset\lungs\5140.png,dataset\dataset\masks\5140.png
5141,valid,dataset\dataset\lungs\5141.png,dataset\dataset\masks\5141.png
5142,valid,dataset\dataset\lungs\5142.png,dataset\dataset\masks\5142.png
5143,valid,dataset\dataset\lungs\5143.png,dataset\dataset\masks\5143.png
5144,valid,dataset\dataset\lungs\5144.png,dataset\dataset\masks\5144.png
5145,valid,dataset\dataset\lungs\5145.png,dataset\dataset\masks\5145.png
5146,valid,dataset\dataset\lungs\5146.png,dataset\dataset\masks\5146.png
5148,valid,dataset\lungs\0300.png,dataset\masks\0300.png
5149,valid,dataset\dataset\lungs\5149.png,dataset\dataset\masks\5149.png
5150,valid,dataset\dataset\lungs\5150.png,dataset\dataset\masks\5150.png
5151,valid,dataset\dataset\lungs\5151.png,dataset\dataset\masks\5151.png
5152,valid,dataset\dataset\lungs\5152.png,dataset\dataset\masks\5152.png
5153,valid,dataset\dataset\lungs\5153.png,dataset\dataset\masks\5153.png
5154,valid,dataset\dataset\lungs\5154.png,dataset\dataset\masks\5154.png
5155,valid,dataset\dataset\lungs\5155.png,dataset\dataset\masks\5155.png
5156,valid,dataset\dataset\lungs\5156.png,dataset\dataset\masks\5156.png
5157,valid,dataset\dataset\lungs\5157.png,dataset\dataset\masks\5157.png
5159,valid,dataset\lungs\0206.png,dataset\masks\0206.png
5160,valid,dataset\dataset\lungs\5160.png,dataset\dataset\masks\5160.png
5161,valid,dataset\dataset\lungs\5161.png,dataset\dataset\masks\5161.png
5162,valid,dataset\dataset\lungs\5162.png,dataset\dataset\masks\5162.png
5163,valid,dataset\dataset\lungs\5163.png,dataset\dataset\masks\5163.png
5164,valid,dataset\dataset\lungs\5164.png,dataset\dataset\masks\5164.png
5165,valid,dataset\dataset\lungs\5165.png,dataset\dataset\masks\5165.png
5166,valid,dataset\dataset\lungs\5166.png,dataset\dataset\masks\5166.png
5167,valid,dataset\dataset\lungs\5167.png,dataset\dataset\masks\5167.png
5168,valid,dataset\dataset\lungs\5168.png,dataset\dataset\masks\5168.png
5170,valid,dataset\lungs\0055.png,dataset\masks\0055.png
5171,valid,dataset\dataset\lungs\5171.png,dataset\dataset\masks\5171.png
5172,valid,dataset\dataset\lungs\5172.png,dataset\dataset\masks\5172.png
5173,valid,dataset\dataset\lungs\5173.png,dataset\dataset\masks\5173.png
5174,valid,dataset\dataset\lungs\5174.png,dataset\dataset\masks\5174.png
5175,valid,dataset\dataset\lungs\5175.png,dataset\dataset\masks\5175.png
5176,valid,dataset\dataset\lungs\5176.png,dataset\dataset\masks\5176.png
5177,valid,dataset\dataset\lungs\5177.png,dataset\dataset\masks\5177.png
5178,valid,dataset\dataset\lungs\5178.png,dataset\dataset\masks\5178.png
5179,valid,dataset\dataset\lungs\5179.png,dataset\dataset\masks\5179.png
5181,valid,dataset\lungs\0178.png,dataset\masks\0178.png
5182,valid,dataset\dataset\lungs\5182.png,dataset\dataset\masks\5182.png
5183,valid,dataset\dataset\lungs\5183.png,dataset\dataset\masks\5183.png
5184,valid,dataset\dataset\lungs\5184.png,dataset\dataset\masks\5184.png
5185,valid,dataset\dataset\lungs\5185.png,dataset\dataset\masks\5185.png
5186,valid,dataset\dataset\lungs\5186.png,dataset\dataset\masks\5186.png
5187,valid,dataset\dataset\lungs\5187.png,dataset\dataset\masks\5187.png
5188,valid,dataset\dataset\lungs\5188.png,dataset\dataset\masks\5188.png
5189,valid,dataset\dataset\lungs\5189.png,dataset\dataset\masks\5189.png
5190,valid,dataset\dataset\lungs\5190.png,dataset\dataset\masks\5190.png
5192,valid,dataset\lungs\0395.png,dataset\masks\0395.png
5193,valid,dataset\dataset\lungs\5193.png,dataset\dataset\masks\5193.png
5194,valid,dataset\dataset\lungs\5194.png,dataset\dataset\masks\5194.png
5195,valid,dataset\dataset\lungs\5195.png,dataset\dataset\masks\5195.png
5196,valid,dataset\dataset\lungs\5196.png,dataset\dataset\masks\5196.png
5197,valid,dataset\dataset\lungs\5197.png,dataset\dataset\masks\5197.png
5198,valid,dataset\dataset\lungs\5198.png,dataset\dataset\masks\5198.png
5199,valid,dataset\dataset\lungs\5199.png,dataset\dataset\masks\5199.png
5200,valid,dataset\dataset\lungs\5200.png,dataset\dataset\masks\5200.png
5201,valid,dataset\dataset\lungs\5201.png,dataset\dataset\masks\5201.png
5203,valid,dataset\lungs\0431.png,dataset\masks\0431.png
5204,valid,dataset\dataset\lungs\5204.png,dataset\dataset\masks\5204.png
5205,valid,dataset\dataset\lungs\5205.png,dataset\dataset\masks\5205.png
5206,valid,dataset\dataset\lungs\5206.png,dataset\dataset\masks\5206.png
5207,valid,dataset\dataset\lungs\5207.png,dataset\dataset\masks\5207.png
5208,valid,dataset\dataset\lungs\5208.png,dataset\dataset\masks\5208.png
5209,valid,dataset\dataset\lungs\5209.png,dataset\dataset\masks\5209.png
5210,valid,dataset\dataset\lungs\5210.png,dataset\dataset\masks\5210.png
5211,valid,dataset\dataset\lungs\5211.png,dataset\dataset\masks\5211.png
5212,valid,dataset\dataset\lungs\5212.png,dataset\dataset\masks\5212.png
5214,valid,dataset\lungs\0254.png,dataset\masks\0254.png
5215,valid,dataset\dataset\lungs\5215.png,dataset\dataset\masks\5215.png
5216,valid,dataset\dataset\lungs\5216.png,dataset\dataset\masks\5216.png
5217,valid,dataset\dataset\lungs\5217.png,dataset\dataset\masks\5217.png
5218,valid,dataset\dataset\lungs\5218.png,dataset\dataset\masks\5218.png
5219,valid,dataset\dataset\lungs\5219.png,dataset\dataset\masks\5219.png
5220,valid,dataset\dataset\lungs\5220.png,dataset\dataset\masks\5220.png
5221,valid,dataset\dataset\lungs\5221.png,dataset\dataset\masks\5221.png
5222,valid,dataset\dataset\lungs\5222.png,dataset\dataset\masks\5222.png
5223,valid,dataset\dataset\lungs\5223.png,dataset\dataset\masks\5223.png
5225,valid,dataset\lungs\0282.png,dataset\masks\0282.png
5226,valid,dataset\dataset\lungs\5226.png,dataset\dataset\masks\5226.png
5227,valid,dataset\dataset\lungs\5227.png,dataset\dataset\masks\5227.png
5228,valid,dataset\dataset\lungs\5228.png,dataset\dataset\masks\5228.png
5229,valid,dataset\dataset\lungs\5229.png,dataset\dataset\masks\5229.png
5230,valid,dataset\dataset\lungs\5230.png,dataset\dataset\masks\5230.png
5231,valid,dataset\dataset\lungs\5231.png,dataset\dataset\masks\5231.png
5232,valid,dataset\dataset\lungs\5232.png,dataset\dataset\masks\5232.png
5233,valid,dataset\dataset\lungs\5233.png,dataset\dataset\masks\5233.png
5234,valid,dataset\dataset\lungs\5234.png,dataset\dataset\masks\5234.png
5236,valid,dataset\lungs\0417.png,dataset\masks\0417.png
5237,valid,dataset\dataset\lungs\5237.png,dataset\dataset\masks\5237.png
5238,valid,dataset\dataset\lungs\5238.png,dataset\dataset\masks\5238.png
5239,valid,dataset\dataset\lungs\5239.png,dataset\dataset\masks\5239.png
5240,valid,dataset\dataset\lungs\5240.png,dataset\dataset\masks\5240.png
5241,valid,dataset\dataset\lungs\5241.png,dataset\dataset\masks\5241.png
5242,valid,dataset\dataset\lungs\5242.png,dataset\dataset\masks\5242.png
5243,valid,dataset\dataset\lungs\5243.png,dataset\dataset\masks\5243.png
5244,valid,dataset\dataset\lungs\5244.png,dataset\dataset\masks\5244.png
5245,valid,dataset\dataset\lungs\5245.png,dataset\dataset\masks\5245.png
5247,valid,dataset\lungs\0270.png,dataset\masks\0270.png
5248,valid,dataset\dataset\lungs\5248.png,dataset\dataset\masks\5248.png
5249,valid,dataset\dataset\lungs\5249.png,dataset\dataset\masks\5249.png
5250,valid,dataset\dataset\lungs\5250.png,dataset\dataset\masks\5250.png
5251,valid,dataset\dataset\lungs\5251.png,dataset\dataset\masks\5251.png
5252,valid,dataset\dataset\lungs\5252.png,dataset\dataset\masks\5252.png
5253,valid,dataset\dataset\lungs\5253.png,dataset\dataset\masks\5253.png
5254,valid,dataset\dataset\lungs\5254.png,dataset\dataset\masks\5254.png
5255,valid,dataset\dataset\lungs\5255.png,dataset\dataset\masks\5255.png
5256,valid,dataset\dataset\lungs\5256.png,dataset\dataset\masks\5256.png
5258,valid,dataset\lungs\0572.png,dataset\masks\0572.png
5259,valid,dataset\dataset\lungs\5259.png,dataset\dataset\masks\5259.png
5260,valid,dataset\dataset\lungs\5260.png,dataset\dataset\masks\5260.png
5261,valid,dataset\dataset\lungs\5261.png,dataset\dataset\masks\5261.png
5262,valid,dataset\dataset\lungs\5262.png,dataset\dataset\masks\5262.png
5263,valid,dataset\dataset\lungs\5263.png,dataset\dataset\masks\5263.png
5264,valid,dataset\dataset\lungs\5264.png,dataset\dataset\masks\5264.png
5265,valid,dataset\dataset\lungs\5265.png,dataset\dataset\masks\5265.png
5266,valid,dataset\dataset\lungs\5266.png,dataset\dataset\masks\5266.png
5267,valid,dataset\dataset\lungs\5267.png,dataset\dataset\masks\5267.png
5269,valid,dataset\lungs\0407.png,dataset\masks\0407.png
5270,valid,dataset\dataset\lungs\5270.png,dataset\dataset\masks\5270.png
5271,valid,dataset\dataset\lungs\5271.png,dataset\dataset\masks\5271.png
5272,valid,dataset\dataset\lungs\5272.png,dataset\dataset\masks\5272.png
5273,valid,dataset\dataset\lungs\5273.png,dataset\dataset\masks\5273.png
5274,valid,dataset\dataset\lungs\5274.png,dataset\dataset\masks\5274.png
5275,valid,dataset\dataset\lungs\5275.png,dataset\dataset\masks\5275.png
5276,valid,dataset\dataset\lungs\5276.png,dataset\dataset\masks\5276.png
5277,valid,dataset\dataset\lungs\5277.png,dataset\dataset\masks\5277.png
5278,valid,dataset\dataset\lungs\5278.png,dataset\dataset\masks\5278.png
5280,valid,dataset\lungs\0606.png,dataset\masks\0606.png
5281,valid,dataset\dataset\lungs\5281.png,dataset\dataset\masks\5281.png
5282,valid,dataset\dataset\lungs\5282.png,dataset\dataset\masks\5282.png
5283,valid,dataset\dataset\lungs\5283.png,dataset\dataset\masks\5283.png
5284,valid,dataset\dataset\lungs\5284.png,dataset\dataset\masks\5284.png
5285,valid,dataset\dataset\lungs\5285.png,dataset\dataset\masks\5285.png
5286,valid,dataset\dataset\lungs\5286.png,dataset\dataset\masks\5286.png
5287,valid,dataset\dataset\lungs\5287.png,dataset\dataset\masks\5287.png
5288,valid,dataset\dataset\lungs\5288.png,dataset\dataset\masks\5288.png
5289,valid,dataset\dataset\lungs\5289.png,dataset\dataset\masks\5289.png
5291,valid,dataset\lungs\0131.png,dataset\masks\0131.png
5292,valid,dataset\dataset\lungs\5292.png,dataset\dataset\masks\5292.png
5293,valid,dataset\dataset\lungs\5293.png,dataset\dataset\masks\5293.png
5294,valid,dataset\dataset\lungs\5294.png,dataset\dataset\masks\5294.png
5295,valid,dataset\dataset\lungs\5295.png,dataset\dataset\masks\5295.png
5296,valid,dataset\dataset\lungs\5296.png,dataset\dataset\masks\5296.png
5297,valid,dataset\dataset\lungs\5297.png,dataset\dataset\masks\5297.png
5298,valid,dataset\dataset\lungs\5298.png,dataset\dataset\masks\5298.png
5299,valid,dataset\dataset\lungs\5299.png,dataset\dataset\masks\5299.png
5300,valid,dataset\dataset\lungs\5300.png,dataset\dataset\masks\5300.png
5302,valid,dataset\lungs\0618.png,dataset\masks\0618.png
5303,valid,dataset\dataset\lungs\5303.png,dataset\dataset\masks\5303.png
5304,valid,dataset\dataset\lungs\5304.png,dataset\dataset\masks\5304.png
5305,valid,dataset\dataset\lungs\5305.png,dataset\dataset\masks\5305.png
5306,valid,dataset\dataset\lungs\5306.png,dataset\dataset\masks\5306.png
5307,valid,dataset\dataset\lungs\5307.png,dataset\dataset\masks\5307.png
5308,valid,dataset\dataset\lungs\5308.png,dataset\dataset\masks\5308.png
5309,valid,dataset\dataset\lungs\5309.png,dataset\dataset\masks\5309.png
5310,valid,dataset\dataset\lungs\5310.png,dataset\dataset\masks\5310.png
5311,valid,dataset\dataset\lungs\5311.png,dataset\dataset\masks\5311.png
5313,valid,dataset\lungs\0668.png,dataset\masks\0668.png
5314,valid,dataset\dataset\lungs\5314.png,dataset\dataset\masks\5314.png
5315,valid,dataset\dataset\lungs\5315.png,dataset\dataset\masks\5315.png
5316,valid,dataset\dataset\lungs\5316.png,dataset\dataset\masks\5316.png
5317,valid,dataset\dataset\lungs\5317.png,dataset\dataset\masks\5317.png
5318,valid,dataset\dataset\lungs\5318.png,dataset\dataset\masks\5318.png
5319,valid,dataset\dataset\lungs\5319.png,dataset\dataset\masks\5319.png
5320,valid,dataset\dataset\lungs\5320.png,dataset\dataset\masks\5320.png
5321,valid,dataset\dataset\lungs\5321.png,dataset\dataset\masks\5321.png
5322,valid,dataset\dataset\lungs\5322.png,dataset\dataset\masks\5322.png
5324,valid,dataset\lungs\0641.png,dataset\masks\0641.png
5325,valid,dataset\dataset\lungs\5325.png,dataset\dataset\masks\5325.png
5326,valid,dataset\dataset\lungs\5326.png,dataset\dataset\masks\5326.png
5327,valid,dataset\dataset\lungs\5327.png,dataset\dataset\masks\5327.png
5328,valid,dataset\dataset\lungs\5328.png,dataset\dataset\masks\5328.png
5329,valid,dataset\dataset\lungs\5329.png,dataset\dataset\masks\5329.png
5330,valid,dataset\dataset\lungs\5330.png,dataset\dataset\masks\5330.png
5331,valid,dataset\dataset\lungs\5331.png,dataset\dataset\masks\5331.png
5332,valid,dataset\dataset\lungs\5332.png,dataset\dataset\masks\5332.png
5333,valid,dataset\dataset\lungs\5333.png,dataset\dataset\masks\5333.png
5335,valid,dataset\lungs\0541.png,dataset\masks\0541.png
5336,valid,dataset\dataset\lungs\5336.png,dataset\dataset\masks\5336.png
5337,valid,dataset\dataset\lungs\5337.png,dataset\dataset\masks\5337.png
5338,valid,dataset\dataset\lungs\5338.png,dataset\dataset\masks\5338.png
5339,valid,dataset\dataset\lungs\5339.png,dataset\dataset\masks\5339.png
5340,valid,dataset\dataset\lungs\5340.png,dataset\dataset\masks\5340.png
5341,valid,dataset\dataset\lungs\5341.png,dataset\dataset\masks\5341.png
5342,valid,dataset\dataset\lungs\5342.png,dataset\dataset\masks\5342.png
5343,valid,dataset\dataset\lungs\5343.png,dataset\dataset\masks\5343.png
5344,valid,dataset\dataset\lungs\5344.png,dataset\dataset\masks\5344.png
5346,valid,dataset\lungs\0191.png,dataset\masks\0191.png
5347,valid,dataset\dataset\lungs\5347.png,dataset\dataset\masks\5347.png
5348,valid,dataset\dataset\lungs\5348.png,dataset\dataset\masks\5348.png
5349,valid,dataset\dataset\lungs\5349.png,dataset\dataset\masks\5349.png
5350,valid,dataset\dataset\lungs\5350.png,dataset\dataset\masks\5350.png
5351,valid,dataset\dataset\lungs\5351.png,dataset\dataset\masks\5351.png
5352,valid,dataset\dataset\lungs\5352.png,dataset\dataset\masks\5352.png
5353,valid,dataset\dataset\lungs\5353.png,dataset\dataset\masks\5353.png
5354,valid,dataset\dataset\lungs\5354.png,dataset\dataset\masks\5354.png
5355,valid,dataset\dataset\lungs\5355.png,dataset\dataset\masks\5355.png
5357,valid,dataset\lungs\0379.png,dataset\masks\0379.png
5358,valid,dataset\dataset\lungs\5358.png,dataset\dataset\masks\5358.png
5359,valid,dataset\dataset\lungs\5359.png,dataset\dataset\masks\5359.png
5360,valid,dataset\dataset\lungs\5360.png,dataset\dataset\masks\5360.png
5361,valid,dataset\dataset\lungs\5361.png,dataset\dataset\masks\5361.png
5362,valid,dataset\dataset\lungs\5362.png,dataset\dataset\masks\5362.png
5363,valid,dataset\dataset\lungs\5363.png,dataset\dataset\masks\5363.png
5364,valid,dataset\dataset\lungs\5364.png,dataset\dataset\masks\5364.png
5365,valid,dataset\dataset\lungs\5365.png,dataset\dataset\masks\5365.png
5366,valid,dataset\dataset\lungs\5366.png,dataset\dataset\masks\5366.png
5368,valid,dataset\lungs\0543.png,dataset\masks\0543.png
5369,valid,dataset\dataset\lungs\5369.png,dataset\dataset\masks\5369.png
5370,valid,dataset\dataset\lungs\5370.png,dataset\dataset\masks\5370.png
5371,valid,dataset\dataset\lungs\5371.png,dataset\dataset\masks\5371.png
5372,valid,dataset\dataset\lungs\5372.png,dataset\dataset\masks\5372.png
5373,valid,dataset\dataset\lungs\5373.png,dataset\dataset\masks\5373.png
5374,valid,dataset\dataset\lungs\5374.png,dataset\dataset\masks\5374.png
5375,valid,dataset\dataset\lungs\5375.png,dataset\dataset\masks\5375.png
